,Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies
8495,LB35863,California,No,Basic,Bachelor,1/16/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,SUV,Small,0.9998740776226095,0.0,0.014215897384982547,0.0001380184212134228,0.007038939481884563,0.0,0.0004140552636402684
8496,JL95389,California,No,Basic,Bachelor,1/2/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Luxury Car,Medsize,0.24003516985298373,0.9707587048900769,0.0029930261076996107,0.0004011272103102571,0.0012342375701854065,0.0,0.00010799578739122306
8497,MF30956,California,No,Basic,College,1/6/11,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer1,Web,SUV,Medsize,0.1061961067588209,0.9943439462825843,0.0013295748854914512,0.0001899392693559216,0.000830984303432157,0.0,9.49696346779608e-05
8498,FD36230,California,No,Basic,High School or Below,2/13/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,0.16392329466147174,0.9864718910653294,0.0013981216148639538,0.0004854588940499839,0.0004077854710019865,5.825506728599807e-05,3.8836711523998715e-05
8499,OE75629,California,No,Basic,College,1/29/11,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Web,Four-Door Car,Medsize,0.057405511435702154,0.9983489291251713,0.0014562459983130387,0.000533273182480831,0.001271651435146597,2.0510507018493503e-05,2.0510507018493503e-05
8500,VV97308,California,No,Basic,High School or Below,1/26/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize,0.133337840145895,0.9910696635452846,0.0011166283139593842,0.0004076579558899339,0.0007266946170211866,0.0,3.544851790347251e-05
8501,LU17507,California,No,Basic,Bachelor,1/27/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Luxury SUV,Medsize,0.9999879398199206,0.0,0.004611417232031676,0.0002818088308463802,0.001665234000455883,0.0,5.12379692447964e-05
8502,TW11115,California,No,Basic,High School or Below,1/24/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large,0.08598906408635044,0.9962932397865338,0.0021540400673937168,0.0006627815591980667,0.0007621987930777767,0.0,3.313907795990333e-05
8503,ND42562,California,No,Extended,High School or Below,1/25/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Sports Car,Large,0.999891093179776,0.0,0.014123502935434993,0.0032250518513985416,0.0027802171132746047,0.0,0.00044483473812393677
8504,FZ29605,California,No,Basic,College,2/21/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer3,Web,Four-Door Car,Small,0.998687285723034,0.0,0.02869181641472973,0.001712944263565954,0.04239537052325736,0.0,0.0004282360658914885
8505,SC30127,California,No,Extended,Doctor,1/7/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize,0.6076867918305886,0.7941567160802607,0.00539035267929653,0.0011832481491138723,0.0011832481491138723,0.0,0.00013147201656820803
8506,HI26883,California,No,Extended,Bachelor,1/21/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,0.9998774638975005,0.0,0.015099809307425141,0.0017483989724387005,0.0036557433060081922,0.0,0.0007947268056539548
8507,EW15755,California,No,Extended,Master,1/8/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,0.15656750141364012,0.9876649949738115,0.001933304389609553,0.00012677405833505265,0.0008398781364697238,0.0,0.00012677405833505265
8508,GH48839,California,Yes,Basic,College,1/3/11,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,0.4230810292248629,0.9060873193903096,0.0023682928628474295,0.00046648192753055424,0.0015429786833702948,0.0,7.176645038931604e-05
8509,IX46908,California,No,Basic,College,2/28/11,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Large,0.24916059356681394,0.968446285700368,0.0032298222689993014,0.0006823568173942186,0.004458064540308895,0.0,0.00013647136347884372
8510,OO89057,California,No,Extended,Master,2/17/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,0.07406111206051734,0.9972515074200082,0.0018264679623077075,0.00012914419935509041,0.001014704423504282,0.0,1.844917133644149e-05
8511,LX95134,California,No,Extended,College,2/1/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Call Center,Four-Door Car,Medsize,0.04328437852684045,0.99906193615667,0.001060150143302996,0.0002944861509174989,0.0007067667622019973,0.0,1.1779446036699956e-05
8512,CX89767,California,No,Basic,High School or Below,1/17/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Large,0.1017328032552286,0.9948096162150426,0.0013164281100530968,0.00019422709820455524,0.001575397574325837,8.63231547575801e-05,6.474236606818508e-05
8513,DI45039,California,No,Basic,College,1/3/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer4,Web,Two-Door Car,Medsize,0.046863338389308,0.998899259809558,0.0011740745920596116,0.0003232959021613423,0.0016164795108067115,0.0,1.7015573797965385e-05
8514,AI14767,California,No,Basic,High School or Below,2/19/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,SUV,Small,0.7357348617704735,0.6772657123297067,0.002061361399161302,0.00023506752797453444,0.001030680699580651,0.0,3.61642350730053e-05
8515,OJ38536,California,No,Basic,Doctor,1/13/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,0.0734000935248147,0.9973006104363203,0.0018012847664710188,3.216579940126819e-05,0.0008202278847323389,0.0,1.6082899700634096e-05
8516,TI90592,California,No,Extended,College,1/21/11,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Medsize,0.1198156658777758,0.9927948507209161,0.0014996413902846478,4.837552871885961e-05,0.0005805063446263153,0.0,4.837552871885961e-05
8517,UN63889,California,No,Basic,Bachelor,2/12/11,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer3,Call Center,Two-Door Car,Medsize,0.029232249935639457,0.9995723591176268,0.0007294293168267678,0.00012157155280446131,0.00016577939018790178,0.0,1.1051959345860118e-05
8518,FZ94690,California,No,Extended,High School or Below,1/15/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Small,0.7272929215403704,0.6863228963526922,0.002329997304030479,0.0002219045051457599,0.0006379754522940597,0.0,5.547612628643997e-05
8519,TL60066,California,Yes,Basic,High School or Below,1/29/11,Retired,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,0.10695396149030408,0.9942508274601902,0.002900251482516374,0.0007139080572347998,0.0041495905826772735,0.0,4.4619253577174985e-05
8520,OL61964,California,No,Basic,Bachelor,2/16/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,0.06961345020944139,0.9975732867579484,0.0008688847687735893,0.000280716617603775,0.0008154149368490607,0.0,8.020474788679285e-05
8521,DN77617,California,No,Basic,College,1/18/11,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer4,Branch,Four-Door Car,Medsize,0.12390710336428312,0.9922925202024677,0.001552226916141348,0.0001678083152585241,0.0003775687093316792,0.0,6.292811822194655e-05
8522,BV12771,California,No,Basic,College,2/27/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize,0.9999910381693109,0.0,0.0040844520379378045,0.0008387714006479421,0.0007293664353460366,0.0,7.293664353460365e-05
8523,NA14154,California,No,Basic,Bachelor,1/24/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize,0.08477848147490084,0.9963980139446322,0.0010755156326731508,0.00023526904464725177,0.0015460537219676544,0.0,6.721972704207193e-05
8524,ZO54248,California,No,Extended,High School or Below,1/17/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,0.1278578588741742,0.9917869269567325,0.0031859655142122824,0.0005378902816202555,0.000786147334675758,0.0,4.137617550925042e-05
8525,CW13886,California,No,Basic,College,1/26/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,0.17315944183899443,0.984892697048725,0.0014642825263795364,0.00016269805848661518,0.00010168628655413448,2.0337257310826897e-05,4.0674514621653794e-05
8526,TT63451,California,No,Basic,High School or Below,1/2/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize,0.4267822678463786,0.904352187704715,0.0015092251565141156,0.0004894784291397131,0.0012236960728492828,0.0,4.07898690949761e-05
8527,OW54561,California,No,Basic,College,2/21/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Web,Sports Car,Small,0.9995276617452462,0.0,0.02928534232237844,0.008529711356032555,0.003696208254280774,0.0005686474237355036,0.0002843237118677518
8528,EE34821,California,No,Basic,Bachelor,2/17/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Web,Two-Door Car,Large,0.9999776046252593,0.0,0.004188609440554354,0.0003396169816665692,0.005207460385554061,0.0,0.00011320566055552307
8529,ZB85648,California,No,Extended,College,1/22/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer4,Web,Two-Door Car,Medsize,0.41161353125485467,0.9113576045256797,0.0011541844299459566,0.00013578640352305372,0.0005159883333876042,0.0,2.7157280704610744e-05
8530,IE57921,California,Yes,Extended,Bachelor,1/10/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Small,0.3408438579290443,0.9400685884077858,0.00894135958905925,0.0020190166814004758,0.0035332791924508325,0.0,7.210773862144556e-05
8531,OY47486,California,No,Basic,College,2/25/11,Employed,M,Rural,Single,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Medsize,0.07323949617887066,0.9973137737987184,0.0009285717460327144,0.00016631135749839662,0.0005543711916613221,0.0,0.00012473351812379747
8532,LV51815,California,No,Basic,High School or Below,2/11/11,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,0.0408525435243685,0.9991644673240392,0.0010109543812568044,0.00019126163969723325,0.0006147695561696784,1.3661545692659518e-05,1.3661545692659518e-05
8533,VU99672,California,No,Extended,College,2/4/11,Unemployed,M,Urban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Large,0.9993950118266756,0.0,0.02704058107375517,0.00281672719518283,0.021688799402907792,0.0,0.000281672719518283
8534,SN69015,California,No,Extended,College,1/4/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,0.2586250429439353,0.9659693284319367,0.0032879571207709746,0.00040592063219394746,0.0023137476035055005,0.0,0.00012177618965818424
8535,UO54843,California,No,Basic,Bachelor,2/13/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,0.07621321140281108,0.9970906242855959,0.0009504748004885032,0.00022697905683307537,0.0009362886094364359,0.0,4.255857315620163e-05
8536,ES34753,California,No,Extended,Master,1/25/11,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,0.3715961324452072,0.9283424252222741,0.009496373227630205,0.0012230177641644963,0.0022302088640646697,0.0,7.194222142144095e-05
8537,KE91683,California,No,Basic,High School or Below,2/2/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,0.19287750275018464,0.9812198433102417,0.002403749408037933,0.00016336161025500516,0.00028004847472286597,0.0,7.001211868071649e-05
8538,YU23754,California,No,Basic,Master,1/16/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,0.2038129144334488,0.9790044667544242,0.0025507171051401944,0.00011772540485262437,0.002001331882494614,0.0,0.00015696720647016582
8539,AS77287,California,No,Basic,College,1/3/11,Disabled,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Medsize,0.30324142653074515,0.9529023926195989,0.004005993871220221,0.0007487839011626582,0.0022463517034879746,0.0,0.00011231758517439873
8540,PD36660,California,No,Basic,High School or Below,1/14/11,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Sports Car,Medsize,0.09188988954792587,0.9957685154386088,0.0011323815146876198,3.116646370699871e-05,0.0001662211397706598,0.0,3.116646370699871e-05
8541,BQ20851,California,No,Basic,Master,2/23/11,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,0.11207382939096658,0.9936987922446706,0.0014049795311523972,0.0004187919756319646,5.4037674275092206e-05,0.0,0.00012158476711895746
8542,PW91494,California,No,Basic,High School or Below,2/18/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize,0.9999201752993931,0.0,0.006848451977378187,0.0026751765536633543,0.010272677966067281,0.00010700706214653418,0.00021401412429306835
8543,NZ83890,California,No,Basic,High School or Below,2/4/11,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Branch,Two-Door Car,Medsize,0.9997895073628243,0.0,0.013575163070820755,0.003344605394260186,0.014952353527280832,0.0,0.0013771904564600767
8544,QV24282,California,No,Basic,Bachelor,1/20/11,Employed,F,Urban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,0.12133124169576127,0.9926098194443067,0.0015608851054412626,0.0004298089420780288,0.0013572913960358806,0.0,0.00011310761633632338
8545,YF67162,California,No,Basic,High School or Below,1/28/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Agent,Four-Door Car,Medsize,0.10096392446892673,0.9948867312928142,0.0025349020763068236,0.0004986692609128178,4.155577174273481e-05,0.0,4.155577174273481e-05
8546,YE20366,California,No,Basic,Bachelor,1/9/11,Medical Leave,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,0.44661625180338976,0.8947158897021136,0.004041454678988005,0.000994819613289355,0.00024870490332233873,0.0,0.00012435245166116937
8547,PN77420,California,No,Basic,College,2/23/11,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,0.1761957096295151,0.9843507231170698,0.0022938363666631678,0.0006881509099989503,0.0017039927295212102,0.0,0.0002949218185709787
8548,CF26207,California,Yes,Basic,College,1/23/11,Retired,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,0.2533098134066848,0.9673816001856934,0.0022735596811049273,0.0011548239650056775,0.000685676729222121,0.0,7.217649781285484e-05
8549,WH24638,California,No,Extended,College,2/28/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,0.27811119847399546,0.9605389579627915,0.0035357262256299074,0.00015714338780577366,0.002553580051843822,0.0,0.00015714338780577366
8550,YQ16427,California,No,Basic,High School or Below,2/3/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large,0.9995666136147991,0.0,0.02648039590593171,0.010757660836784757,0.00703385516251311,0.0,0.00041375618603018294
8551,AZ90068,California,No,Basic,College,2/26/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,0.09144719988174062,0.9958095778016735,0.0008147827164563845,0.0001339368848969399,0.00010045266367270493,4.4645628298979965e-05,2.2322814149489983e-05
8552,PL59209,California,No,Basic,College,1/16/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer2,Agent,Four-Door Car,Medsize,0.9999297747738988,0.0,0.010498854551337153,0.00028763985072156585,0.005465157163709751,0.00043145977608234875,0.00028763985072156585
8553,VK93542,California,No,Basic,High School or Below,2/16/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize,0.9998829610120742,0.0,0.014597847119053773,0.0005357008117083953,0.004419531696594261,0.0,0.0010714016234167907
8554,NE70589,California,No,Basic,College,1/20/11,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,0.40891948372723674,0.9125587412271642,0.003618810084177678,0.000742320017267216,0.00278370006475206,0.0,6.186000143893467e-05
8555,AT52647,California,No,Basic,High School or Below,2/22/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Call Center,SUV,Medsize,0.9995401314565641,0.0,0.02813208658023612,0.008713478144320922,0.007219739033865907,0.0,0.0002489565184091692
8556,CW38361,California,No,Basic,Bachelor,2/10/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer3,Call Center,SUV,Small,0.14031369502880703,0.9901048590950209,0.0017650072035207646,9.62731201920417e-05,0.0011392319222724935,0.0,0.00011231864022404865
8557,BZ92811,California,No,Premium,High School or Below,2/20/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,SUV,Medsize,0.06735515179338285,0.997727635106669,0.001675673384578051,0.00016983176195047814,0.0001132211746336521,0.0,1.132211746336521e-05
8558,ON68006,California,No,Basic,Bachelor,1/16/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,0.2067018082770901,0.9783994237117595,0.0026211473711134432,0.00014977984977791105,0.0014229085728901549,0.0,0.00011233488733343329
8559,VG58889,California,No,Basic,Bachelor,1/31/11,Disabled,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Large,0.22001080536417178,0.9754930693247065,0.0028806506745159117,0.0003928160010703516,0.00013093866702345054,0.0,0.0002182311117057509
8560,MI42935,California,No,Extended,Bachelor,1/4/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,0.9998892736252794,0.0,0.014676707775510337,0.0,0.002121933654290651,0.0,0.0012377946316695465
8561,OS21957,California,No,Basic,High School or Below,1/21/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer4,Call Center,SUV,Small,0.3215160232262199,0.9468938429296149,0.004047635983669206,0.00014455842798818591,0.001734701135858231,0.0,0.00028911685597637183
8562,JG21385,California,No,Extended,Bachelor,2/25/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,0.999943737417917,0.0,0.009636966436039668,0.003785951099872727,0.002294515818104683,0.0,0.0002294515818104683
8563,CT62892,California,No,Basic,Bachelor,1/10/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Small,0.9998992531778004,0.0,0.013596622013221161,0.003557994545515818,0.001778997272757909,0.0,0.0008894986363789545
