,customer,state,response,coverage,education,effective to date,employmentstatus,gender,location code,marital status,policy type,policy,renew offer type,sales channel,vehicle class,vehicle size,vehicle type
10502,XI56955,Washington,Yes,Basic,Bachelor,2/8/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,A
10504,QZ56257,Washington,No,Extended,High School or Below,1/17/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Luxury Car,Medsize,A
10506,ZH18791,Oregon,No,Basic,Bachelor,1/10/11,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
10508,TD51026,Arizona,No,Basic,Bachelor,2/25/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,A
10509,TZ65661,California,No,Basic,College,1/15/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Branch,Two-Door Car,Small,A
10511,IO64256,Oregon,No,Basic,High School or Below,1/22/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Branch,Two-Door Car,Medsize,A
10513,IY24560,California,No,Basic,Bachelor,2/11/11,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,A
10514,XS74336,Washington,No,Basic,High School or Below,2/22/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Small,A
10515,HU26687,California,No,Basic,Bachelor,1/18/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
10517,DJ27518,California,No,Extended,High School or Below,1/1/11,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer4,Agent,Sports Car,Medsize,A
10519,TM43177,Oregon,No,Extended,High School or Below,1/15/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Large,A
10520,KQ51983,Nevada,No,Basic,College,2/24/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize,A
10521,HP36979,California,No,Extended,College,2/3/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Large,A
10523,WH32183,California,No,Basic,Bachelor,1/20/11,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
10526,FP45327,Washington,Yes,Basic,College,1/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Medsize,A
10528,UD27331,Nevada,No,Extended,Bachelor,1/1/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10529,WW74234,Arizona,No,Basic,College,2/5/11,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
10530,TV82603,California,No,Basic,Bachelor,1/21/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Luxury SUV,Small,A
10531,RF58958,California,No,Premium,High School or Below,1/22/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10537,CY50337,Oregon,No,Extended,College,1/11/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10538,JI37927,Oregon,No,Basic,College,2/19/11,Unemployed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize,A
10540,RA70851,Oregon,No,Extended,High School or Below,1/12/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
10541,TO74000,Oregon,No,Basic,High School or Below,2/8/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,A
10542,WB96917,California,No,Extended,College,1/3/11,Employed,M,Rural,Single,Personal Auto,Personal L1,Offer4,Call Center,Two-Door Car,Medsize,A
10552,ZY33234,Nevada,No,Premium,High School or Below,1/12/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Large,A
10553,TM28833,Oregon,No,Basic,College,1/18/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Small,A
10555,NZ30757,California,No,Basic,Bachelor,2/16/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
10557,DW72437,Oregon,No,Basic,Master,2/21/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Two-Door Car,Medsize,A
10558,DD68171,Arizona,No,Extended,Bachelor,2/8/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10559,OA46321,Oregon,No,Basic,College,1/17/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Luxury Car,Large,A
10561,KD47243,California,No,Basic,Bachelor,2/21/11,Employed,F,Urban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Small,A
10562,ZK58906,California,No,Premium,Bachelor,1/2/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,A
10567,MH13358,Oregon,No,Basic,High School or Below,2/10/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small,A
10571,JH62891,Oregon,No,Basic,College,2/2/11,Employed,F,Rural,Married,Special Auto,Special L2,Offer3,Call Center,Four-Door Car,Medsize,A
10575,LA79102,California,No,Extended,Doctor,1/18/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Small,A
10579,DZ89536,Oregon,Yes,Extended,Master,1/16/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,A
10581,MS41043,Arizona,No,Basic,College,1/14/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Luxury SUV,Medsize,A
10589,YP96182,Oregon,No,Basic,Master,2/23/11,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,A
10590,ER52041,California,No,Extended,College,1/7/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
10595,EW67766,California,No,Extended,College,1/11/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,A
10598,BC62782,Arizona,No,Basic,College,1/23/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,SUV,Small,A
10599,BM28359,Oregon,No,Basic,High School or Below,1/29/11,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large,A
10602,MZ82036,Nevada,No,Basic,College,2/20/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,A
10603,WO29605,Oregon,No,Basic,College,2/25/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Call Center,Two-Door Car,Small,A
10607,GM63998,Oregon,No,Premium,Doctor,2/14/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Luxury Car,Medsize,A
10608,LG90006,Oregon,No,Extended,Doctor,1/28/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
10609,ZZ97035,California,No,Extended,College,2/1/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Branch,Luxury Car,Small,A
10611,NX15614,Oregon,No,Basic,High School or Below,1/29/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Medsize,A
10612,AL43715,Nevada,No,Premium,Master,1/29/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,A
10614,WC11515,Arizona,No,Basic,Bachelor,1/16/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,A
10616,PS25185,Washington,No,Premium,Bachelor,1/20/11,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Web,Two-Door Car,Medsize,A
10617,FG64765,Arizona,No,Basic,Bachelor,1/18/11,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
10618,EK50729,Oregon,No,Basic,Bachelor,1/17/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
10621,JM93892,Arizona,No,Basic,College,2/2/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize,A
10624,MS59005,Nevada,No,Extended,Bachelor,1/23/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10626,PJ59176,California,No,Basic,High School or Below,2/6/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,A
10629,OZ19432,Nevada,No,Premium,High School or Below,1/14/11,Employed,F,Rural,Married,Special Auto,Special L2,Offer4,Branch,Four-Door Car,Medsize,A
10630,MM67983,Oregon,No,Basic,Bachelor,1/17/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,A
10631,FX67699,Oregon,Yes,Basic,High School or Below,1/18/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small,A
10637,WD88540,California,No,Extended,High School or Below,1/20/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Web,Two-Door Car,Large,A
10638,QI37869,California,No,Premium,College,2/2/11,Disabled,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Large,A
10640,IW99237,Oregon,No,Basic,Bachelor,2/12/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,A
10643,ER19995,Washington,No,Basic,College,1/22/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,A
10647,EW51866,Arizona,No,Extended,College,1/24/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,A
10649,EC18611,Nevada,No,Extended,High School or Below,2/16/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,A
10650,JC34468,California,No,Premium,High School or Below,1/30/11,Employed,F,Urban,Married,Special Auto,Special L3,Offer2,Call Center,Sports Car,Medsize,A
10651,YG71375,Nevada,No,Basic,College,1/28/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Large,A
10655,BA87216,California,No,Extended,College,1/20/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Large,A
10656,WS56675,Oregon,No,Premium,High School or Below,1/6/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize,A
10657,DI22093,California,No,Extended,College,1/9/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
10658,QG45324,Oregon,No,Basic,High School or Below,1/2/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
10662,MA83261,Arizona,No,Basic,High School or Below,1/18/11,Employed,M,Rural,Divorced,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize,A
10665,CH20044,California,No,Basic,Bachelor,1/3/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Medsize,A
10667,OO11531,Nevada,No,Basic,Master,1/23/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Large,A
10668,LI31082,California,Yes,Basic,Bachelor,1/7/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,A
10672,SK97780,California,No,Extended,Bachelor,2/16/11,Medical Leave,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Two-Door Car,Large,A
10676,NV61299,Arizona,Yes,Extended,Bachelor,1/20/11,Employed,F,Urban,Divorced,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,A
10677,BH43379,Oregon,No,Extended,Bachelor,1/2/11,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Large,A
10678,PT42203,California,No,Premium,College,1/25/11,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Offer4,Web,Four-Door Car,Medsize,A
10679,QG51953,Oregon,No,Basic,College,1/29/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Small,A
10681,IC12985,Arizona,No,Premium,Bachelor,1/13/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small,A
10683,PT50287,Oregon,No,Basic,Bachelor,2/27/11,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,A
10684,HM55802,California,No,Basic,Bachelor,2/5/11,Disabled,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Medsize,A
10687,OX28638,Arizona,No,Extended,High School or Below,1/21/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,A
10690,SH85263,California,No,Basic,Bachelor,1/15/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Large,A
10691,ZB91993,Arizona,Yes,Extended,College,1/25/11,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10694,JO60130,California,Yes,Basic,High School or Below,1/6/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Large,A
10695,AM17304,Arizona,No,Extended,Master,2/23/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,A
10697,VB23257,Oregon,No,Basic,Bachelor,1/5/11,Employed,M,Rural,Single,Special Auto,Special L3,Offer1,Branch,SUV,Medsize,A
10700,YZ67161,Oregon,Yes,Extended,Master,1/31/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Small,A
10701,TQ73797,California,No,Basic,Bachelor,2/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,SUV,Small,A
10704,UU53919,Oregon,No,Basic,Master,1/14/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Two-Door Car,Medsize,A
10707,NV94455,Arizona,No,Basic,College,1/10/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Medsize,A
10708,CK39096,Oregon,Yes,Premium,High School or Below,1/26/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize,A
10710,BN38134,Washington,No,Extended,Bachelor,1/7/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Large,A
10711,MF59279,California,No,Basic,Bachelor,2/15/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Small,A
10713,QD46343,Arizona,Yes,Extended,High School or Below,1/5/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small,A
10717,OY47486,California,No,Basic,College,2/25/11,Employed,M,Rural,Single,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Medsize,A
10718,WZ65217,Nevada,No,Extended,Bachelor,2/11/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,A
10720,NF25863,Nevada,No,Extended,High School or Below,1/17/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,A
10722,SX22647,California,No,Basic,College,1/30/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,SUV,Small,A
10727,CW13886,California,No,Basic,College,1/26/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,A
10737,BQ51587,California,No,Basic,College,2/7/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,A
10738,IL47644,Oregon,No,Basic,High School or Below,1/3/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Call Center,SUV,Medsize,A
10740,UI73553,Nevada,Yes,Basic,Bachelor,1/11/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,A
10742,EI17753,Oregon,Yes,Basic,High School or Below,1/29/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,A
10744,JC80093,Washington,No,Basic,Master,1/7/11,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize,A
10749,OM69210,Arizona,No,Extended,Bachelor,1/15/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Small,A
10752,TB46243,Arizona,No,Basic,High School or Below,2/16/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Small,A
10753,AT30076,Nevada,No,Extended,High School or Below,1/3/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small,A
10754,SB50826,Oregon,No,Extended,College,1/19/11,Employed,M,Urban,Single,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,A
10756,MN98042,California,No,Basic,College,2/1/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Web,Sports Car,Medsize,A
10758,YD28431,California,No,Extended,Master,2/9/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Large,A
10759,UZ60774,Nevada,No,Extended,Bachelor,1/20/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
10760,ZO43755,Oregon,No,Basic,Master,2/11/11,Disabled,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize,A
10762,ZP86347,California,No,Extended,College,2/12/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,A
10764,OS46571,California,No,Basic,High School or Below,2/4/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,A
10771,BG74433,Oregon,No,Basic,Bachelor,1/22/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer2,Call Center,Four-Door Car,Medsize,A
10778,MO41014,Arizona,Yes,Basic,Bachelor,1/11/11,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize,A
10779,RU76604,Arizona,Yes,Basic,College,2/9/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
10780,JW94491,California,Yes,Basic,College,1/3/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,A
10781,OG36837,Arizona,No,Extended,Doctor,1/22/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,A
10782,ET44462,Arizona,No,Extended,High School or Below,2/12/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Web,SUV,Medsize,A
10783,JV79596,Oregon,No,Basic,Bachelor,1/1/11,Disabled,F,Suburban,Married,Special Auto,Special L2,Offer3,Call Center,Two-Door Car,Small,A
10785,NY49598,California,No,Basic,College,1/21/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,A
10789,JE21522,California,No,Extended,Bachelor,2/26/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,A
10792,CP30637,California,No,Extended,High School or Below,1/4/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Web,Sports Car,Medsize,A
10793,BO94261,Arizona,No,Basic,Doctor,1/20/11,Unemployed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,A
10794,SN53710,Washington,No,Extended,High School or Below,1/16/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,A
10798,EN38348,Oregon,No,Extended,High School or Below,1/16/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Large,A
10802,CJ81391,Oregon,Yes,Basic,College,2/3/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
10803,MU96709,California,No,Basic,High School or Below,1/22/11,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Call Center,Four-Door Car,Large,A
10804,JV23769,Oregon,Yes,Basic,Master,1/3/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Large,A
10805,YK66939,Arizona,No,Basic,College,1/25/11,Medical Leave,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize,A
10807,ZJ71004,California,No,Basic,Bachelor,1/20/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize,A
10808,ON77827,Arizona,No,Basic,Master,2/5/11,Medical Leave,F,Urban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Large,A
10811,WM87004,Oregon,No,Basic,Bachelor,1/6/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,SUV,Small,A
10813,AR63478,California,No,Basic,College,1/7/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Medsize,A
10814,NZ57065,Oregon,No,Basic,Bachelor,1/22/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
10818,XT35473,Arizona,Yes,Basic,Bachelor,1/15/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large,A
10822,JI93499,California,No,Basic,High School or Below,1/17/11,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Agent,Four-Door Car,Medsize,A
10825,FB17016,Oregon,Yes,Extended,Bachelor,2/17/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,A
10828,MK19833,Arizona,No,Basic,College,2/7/11,Disabled,M,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Web,Two-Door Car,Medsize,A
